Swiss-Prot_ID	DeepPhase_score
P31274	0.4587233
P31277	0.2706941
P31323	0.9122393
P31327	0.9887916
P31350	0.24001026
P31415	0.38716376
P31431	0.51523656
P31483	0.33843723
P31629	0.54898506
P31641	0.7554267
P31644	0.4268718
P31645	0.93815786
P31689	0.513143
P31749	0.48115674
P31751	0.9999999
P31785	0.6809795
P31930	0.68999815
P31939	0.3695447
P31941	0.35034713
P31942	0.24283087
P31943	0.48519835
P31944	0.8509258
P31946	0.5499177
P31947	0.99076957
P31948	0.49246514
P32004	0.443202
P32019	0.39869246
P32121	0.9691535
P32242	0.947501
P32248	0.4867628
P32249	0.9681082
P32298	0.99090624
P32314	0.9843369
P32320	0.39929438
P32321	0.19999905
P32418	0.3420952
P32456	0.25408703
P32519	0.23715897
P32754	0.9479283
P32780	0.5201161
P32856	0.48834866
P32927	0.4536388
P32942	0.4370261
P32969	0.6722992
P32970	0.22776471
P33076	0.20123468
P33121	0.5282385
P33176	0.49008211
P33240	0.8381595
P33241	0.37557974
P33316	0.3623878
P33527	0.43839732
P33552	0.8562365
P33763	0.2838716
P33764	0.7456509
P33778	0.4268314
P33908	0.6493137
P33981	0.373514
P33991	0.5416957
P33992	0.55939054
P33993	0.44450435
P34059	0.63294125
P34130	0.7234862
P34741	0.7291194
P34810	0.99301237
P34896	0.72934306
P34897	0.48198467
P34913	0.6697787
P34925	0.74584067
P34931	0.9998858
P34932	0.25415584
P34947	0.8530684
P34949	0.6164658
P34969	0.14815934
P35030	0.73472285
P35052	0.3110152
P35125	0.9678104
P35221	0.68114597
P35222	0.59989136
P35225	0.4637677
P35226	0.9993618
P35227	0.32237914
P35232	0.99657613
P35237	0.40343267
P35240	0.6640269
P35241	0.8916808
P35249	0.41693753
P35250	0.42274496
P35251	0.56966937
P35268	0.9995586
P35269	0.6065071
P35270	0.44658262
P35346	0.49870765
P35354	0.36606523
P35367	0.4618412
P35368	0.32585523
P35410	0.6710881
P35442	0.60208327
P35443	0.9222188
P35453	0.43456563
P35475	0.42890665
P35498	0.8632447
P35499	0.2096438
P35520	0.999534
P35544	0.36893377
P35548	0.9867446
P35555	0.2068387
P35556	0.38079262
P35557	0.7733673
P35568	0.31408688
P35573	0.53475225
P35579	0.45758742
P35580	0.4324688
P35606	0.2796829
P35610	0.7616325
P35611	0.56514937
P35612	0.41808042
P35613	0.40015402
P35626	0.90388465
P35637	0.9242153
P35638	0.40442502
P35658	0.97661495
P35659	0.8371052
P35670	0.9929342
P35680	0.19125499
P35711	0.3809077
P35712	0.45237654
P35713	0.33703676
P35749	0.4928033
P35754	0.48211184
P35790	0.4458277
P35813	0.30033737
P35858	0.6830791
P35869	0.6864675
P35900	0.4340059
P35908	0.49094287
P35913	0.26980612
P35916	0.9494718
P35968	0.32709303
P35998	0.5606163
P36021	0.39084706
P36268	0.46845925
P36269	0.99473035
P36383	0.9885898
P36402	0.99128705
P36404	0.4326196
P36405	0.5314885
P36507	0.445275
P36508	0.34001446
P36543	0.33954337
P36551	0.38486278
P36578	0.9999707
P36639	0.9357971
P36776	0.94203764
P36871	0.6580114
P36888	0.34532174
P36894	0.6017254
P36896	0.81279916
P36897	0.3634627
P36915	0.9999347
P36941	0.76413363
P36952	0.48799592
P36954	0.4641963
P36956	0.7928752
P36969	0.384635
P37058	0.8802285
P37059	0.17428
P37108	0.999998
P37173	0.22438486
P37198	0.7330741
P37231	0.5587228
P37268	0.38151872
P37275	0.4541065
P37802	0.4350895
P37837	0.53631264
P38117	0.9986682
P38159	0.41752988
P38405	0.3214035
P38432	0.9943123
P38484	0.46957448
P38571	0.99955314
P38606	0.9911122
P38646	0.93860817
P38919	0.42242813
P38935	0.6326892
P38936	0.5287777
P39019	0.67232895
P39023	0.47687495
P39059	0.4789633
P39060	0.561549
P39656	0.22400124
P39687	0.5431792
P39748	0.898355
P39880	0.96611917
P39905	0.82936525
P40121	0.72564733
P40123	0.34878433
P40189	0.4110461
P40222	0.7369589
P40227	0.37617165
P40259	0.77368844
P40261	0.6768631
P40306	0.38241157
P40313	0.48621765
P40337	0.43312943
P40394	0.25036508
P40424	0.9942275
P40425	0.16465595
P40426	0.9942275
P40429	0.3887538
P40616	0.7129322
P40617	0.6334513
P40692	0.32058385
P40763	0.48271996
P40818	0.80447906
P40855	0.4880923
P40925	0.55064046
P40926	0.7777734
P40933	0.7671787
P40937	0.8914446
P40938	0.9999416
P40939	0.5742056
P41002	0.4715413
P41134	0.35848832
P41145	0.54431874
P41161	0.82173574
P41162	0.6784077
P41182	0.5346659
P41212	0.82267857
P41214	0.9796683
P41218	0.9981462
P41220	0.44324583
P41222	0.43060604
P41223	0.7951412
P41225	0.49693078
P41226	0.9927367
P41227	0.49854606
P41229	0.47346947
P41231	0.3736271
P41235	0.6543586
P41236	0.38047376
P41240	0.99994147
P41250	0.18303107
P41252	0.9144434
P41273	0.49869925
P41279	0.51794535
P41440	0.27037317
P41586	0.87032133
P41595	0.43643895
P41743	0.46116018
P41970	0.6969841
P42025	0.40485868
P42127	0.27861804
P42166	0.83802
P42224	0.47506428
P42226	0.54556215
P42229	0.24993058
P42285	0.2644724
P42330	0.7863394
P42331	0.9642271
P42336	0.5030611
P42338	0.7514478
P42345	0.9557193
P42356	0.30270168
P42357	0.7504566
P42566	0.99912924
P42568	0.49236596
P42574	0.89703697
P42575	0.35712773
P42677	0.507191
P42680	0.43244785
P42681	0.85716224
P42684	0.657499
P42685	0.3084382
P42694	0.99999857
P42695	0.42045173
P42696	0.9999877
P42701	0.30336607
P42702	0.89504004
P42704	0.54271066
P42765	0.553796
P42766	0.47871438
P42771	0.9823272
P42772	0.45414722
P42773	0.28300816
P42857	0.44581944
P42858	0.38359904
P42898	0.41716927
P43003	0.38932967
P43007	0.70344526
P43034	0.56322074
P43080	0.45688042
P43121	0.29879108
P43146	0.7242284
P43155	0.35821235
P43235	0.4729429
P43246	0.7889024
P43250	0.5318423
P43268	0.9999975
P43307	0.3698888
P43320	0.34316847
P43351	0.37694737
P43354	0.76815504
P43355	0.4028052
P43358	0.9998405
P43363	0.56370074
P43364	0.9695314
P43378	0.5462843
P43405	0.99587435
P43487	0.56311077
P43490	0.98751664
P43657	0.35950077
P43686	0.66466403
P43694	0.93648547
P43699	0.8752607
P43897	0.860884
P45379	0.6801712
P45381	0.36532727
P45844	0.9965502
P45880	0.42133623
P45954	0.4237317
P45973	0.54807293
P45974	0.5266557
P45985	0.35639417
P46013	0.99997973
P46019	0.20159318
P46020	0.9931253
P46059	0.4954222
P46060	0.98918194
P46063	0.53308606
P46087	0.9963477
P46091	0.45270836
P46092	0.19764584
P46100	0.9108877
P46108	0.6104821
P46109	0.23846193
P46199	0.63049424
P46379	0.6453294
P46439	0.44157153
P46459	0.7196738
P46527	0.7804357
P46531	0.3913306
P46721	0.49005038
P46734	0.20797884
P46736	0.3426754
P46776	0.39469844
P46777	0.25338566
P46778	0.46320146
P46779	0.18986355
P46782	0.30636838
P46783	0.40565282
P46821	0.7027945
P46926	0.962952
P46934	0.15270256
P46937	0.44021887
P46939	0.55619067
P46940	0.81738645
P46976	0.80693066
P46977	0.92952377
P47224	0.284659
P47712	0.47639602
P47736	0.44893983
P47755	0.2362585
P47756	0.49381253
P47813	0.5186547
P47871	0.83512694
P47895	0.5616999
P47897	0.43252656
P47914	0.4579106
P47928	0.3943876
P47972	0.53115934
P47985	0.3539619
P47989	0.4919745
P48047	0.48834404
P48059	0.15721041
P48065	0.6153124
P48067	0.62403184
P48147	0.57472074
P48163	0.48304534
P48200	0.41207123
P48230	0.28962824
P48357	0.47653157
P48378	0.43831933
P48380	0.43238032
P48426	0.44379464
P48431	0.3353548
P48436	0.5244548
P48443	0.5210067
P48444	0.8781891
P48449	0.31006354
P48454	0.5272692
P48506	0.44825852
P48507	0.583187
P48539	0.5822226
P48547	0.98663783
P48552	0.98188466
P48556	0.9880576
P48634	0.3529944
P48637	0.8914974
P48643	0.9582282
P48651	0.3370129
P48664	0.2098612
P48668	0.5437857
P48681	0.74511516
P48728	0.55411756
P48729	0.32522577
P48730	0.99828833
P48735	0.66374654
P48736	0.42653736
P48739	0.9999819
P48740	0.7694323
P48745	0.41056603
P48751	0.209847
P48764	0.42152005
P48775	0.18143615
P48788	0.33587864
P48960	0.3742857
P48995	0.4453611
P49005	0.29839817
P49006	0.858081
P49019	0.12437019
P49023	0.99968815
P49069	0.98435783
P49116	0.4069278
P49137	0.56259584
P49189	0.74237233
P49207	0.44613838
P49238	0.32180312
P49257	0.38794774
P49281	0.46952307
P49321	0.6022226
P49326	0.46634912
P49327	0.88266265
P49335	0.3489729
P49336	0.3973243
P49354	0.98030096
P49356	0.38544956
P49366	0.53540975
P49368	0.9415217
P49406	0.49100718
P49407	0.54548687
P49411	0.7050271
P49418	0.7149391
P49419	0.64530337
P49427	0.92136854
P49441	0.6496353
P49448	0.5866714
P49450	0.5578751
P49454	0.4348879
P49459	0.27351418
P49585	0.400288
P49588	0.42062962
P49589	0.81898296
P49590	0.41994923
P49591	0.5623771
P49593	0.7224074
P49619	0.39834112
P49640	0.4577826
P49641	0.87648064
P49642	0.7252335
P49643	0.61024725
P49662	0.36349022
P49674	0.1851596
P49703	0.99817836
P49711	0.34816083
P49715	0.41795877
P49716	0.4206142
P49720	0.40429378
P49721	0.46644488
P49736	0.5177174
P49746	0.999824
P49747	0.47555318
P49748	0.96105766
P49750	0.7765827
P49753	0.45081395
P49755	0.90260696
P49756	0.99999607
P49757	0.92424065
P49759	0.36208233
P49760	0.9825784
P49761	0.5087142
P49763	0.3207497
P49768	0.54291815
P49770	0.65780336
P49773	0.43998098
P49788	0.4239621
P49789	0.8556812
P49790	0.993979
P49795	0.9176565
P49796	0.39582127
P49798	0.32320908
P49802	0.41959143
P49810	0.60754037
P49815	0.5458202
P49821	0.39360225
P49840	0.19676684
P49841	0.517999
P49842	0.431567
P49848	0.8696592
P49862	0.31850433
P49888	0.4016726
P49903	0.1787283
P49908	0.3699649
P49910	0.6510047
P49914	0.22296262
P49915	0.5245907
P49916	0.9558677
P49917	0.6516326
P49918	0.91254634
P49959	0.9779564
P49961	0.53621817
P50053	0.47810605
P50120	0.5281402
P50148	0.39614746
P50213	0.7571846
P50219	0.4237345
P50221	0.999488
P50238	0.59242636
P50281	0.3961922
P50336	0.53000796
P50402	0.929379
P50416	0.5687182
P50440	0.33003402
P50443	0.9137546
P50452	0.20550023
P50453	0.2526299
P50454	0.4773492
P50458	0.43246284
P50479	0.628154
P50502	0.5498623
P50539	0.4800071
P50542	0.6922541
P50548	0.31319124
P50549	0.56151587
P50552	0.9975834
P50570	0.50009406
P50579	0.41146454
P50583	0.58910227
P50591	0.359731
P50607	0.59722865
P50616	0.91607124
P50747	0.290957
P50748	0.46878105
P50749	0.3656338
P50750	1.0
P50851	0.71090865
P50876	0.61921376
P50895	0.90757245
P50914	0.5598927
P50990	0.6613165
P50991	0.52681637
P50995	0.3905059
P51003	0.94803864
P51114	0.68341565
P51116	0.46777096
P51148	0.7425943
P51149	0.99988246
P51151	0.31647992
P51153	0.34141645
P51170	0.21330191
P51172	0.21041833
P51178	0.23133811
P51397	0.9963833
P51398	0.53744453
P51449	0.7656886
P51451	0.35018352
P51452	0.15982781
P51511	0.36439857
P51512	0.70871246
P51513	0.99738055
P51522	0.2766501
P51523	0.43828654
P51530	0.40082452
P51531	0.62181354
P51532	0.19508232
P51553	0.99160504
P51570	0.5138218
P51572	0.63383985
P51587	0.4060367
P51608	0.7074015
P51610	0.99618965
P51617	0.17063437
P51636	0.7714449
P51649	0.929971
P51654	0.57357126
P51659	0.96415937
P51665	0.45212188
P51668	0.5428054
P51689	0.99984145
P51690	0.52102464
P51784	0.3120882
P51788	0.16122398
P51790	0.39598492
P51793	0.970294
P51795	0.71118057
P51797	0.45583656
P51798	0.37856787
P51805	0.8587134
P51809	0.810247
P51811	0.6637574
P51812	0.9897654
P51813	0.06385267
P51814	0.4412077
P51815	0.9642467
P51817	0.5466335
P51825	0.39824405
P51826	0.8243395
P51828	0.9579014
P51843	0.70736915
P51857	0.25780976
P51858	0.760506
P51861	0.5778177
P51911	0.46383458
P51946	0.36241987
P51948	0.32001883
P51955	0.7609623
P51956	0.17346379
P51957	0.4909709
P51959	0.54058886
P51965	0.36737937
P51970	0.32440218
P51991	0.37546143
P51993	0.42490336
P52209	0.33828187
P52272	0.5571471
P52292	0.44105932
P52294	0.57468694
P52298	0.7844344
P52306	0.31140164
P52429	0.23983113
P52434	0.42593086
P52435	0.2887085
P52564	0.3841882
P52565	0.13348053
P52566	0.115005076
P52569	0.47655213
P52594	0.3993054
P52597	0.48519835
P52630	0.544677
P52655	0.63835716
P52657	0.43585262
P52701	0.62949276
P52732	0.41576177
P52735	0.42561013
P52736	0.8166019
P52737	0.7554711
P52739	0.5287604
P52740	0.9999851
P52741	0.40912175
P52742	0.39708492
P52744	0.43640754
P52746	0.9999893
P52747	0.6788977
P52756	0.8833331
P52757	0.7255719
P52788	0.97721785
P52798	0.97220355
P52799	0.67138386
P52803	0.45284393
P52815	0.81426054
P52849	0.4595018
P52888	0.32891494
P52895	0.7863394
P52926	0.993849
P52943	0.45054755
P52945	0.19526093
P52948	0.91092837
P52951	0.20963277
P52952	0.22430032
P52954	0.9803538
P53004	0.27346185
P53041	0.50886816
P53355	0.878142
P53365	0.5473618
P53367	0.99898845
P53370	0.2774372
P53384	0.3259856
P53396	0.42710945
P53539	0.9823583
P53567	0.30972844
P53582	0.45541295
P53597	0.42136657
P53602	0.4576252
P53609	0.32555503
P53611	0.82835627
P53618	0.5559017
P53621	0.3709871
P53634	0.9975458
P53667	0.9510862
P53671	0.3345679
P53675	0.7994497
P53701	0.56345546
P53778	0.6092769
P53794	0.38195747
P53801	0.36613902
P53803	0.55718243
P53804	0.2783918
P53805	0.5748671
P53814	0.36894792
P53816	0.74660796
P53985	0.9961332
P53990	0.4056648
P53992	0.9935468
P53999	0.913703
P54105	0.7225826
P54132	0.8544103
P54136	0.9052769
P54198	0.44962737
P54252	0.904289
P54253	0.5073645
P54259	0.4150994
P54274	0.82572794
P54277	0.98836565
P54278	0.5445337
P54284	0.81093997
P54296	0.28441992
P54368	0.9421095
P54577	0.759879
P54578	0.59513897
P54619	0.38903713
P54646	0.41962487
P54652	0.9998858
P54709	0.47030088
P54710	0.5534508
P54725	0.6019672
P54727	0.31120613
P54750	0.40810427
P54762	0.43504703
P54793	0.74060017
P54821	0.91708905
P54826	0.50391406
P54829	0.52600735
P54845	0.34210473
P54849	0.38433698
P54851	0.63113534
P54868	0.33180946
P54886	0.91908467
P54920	0.14936036
P54922	0.7240592
P55008	0.4351732
P55010	0.617172
P55011	0.59652734
P55036	0.57431644
P55039	0.7854325
P55042	0.29581752
P55055	0.39311603
P55060	0.5193992
P55064	0.50785834
P55072	0.7618451
P55081	0.55159646
P55082	0.60858834
P55083	0.2964442
P55084	0.4575384
P55085	0.34727398
P55087	0.61811066
P55089	0.4834567
P55145	0.4386873
P55157	0.2916869
P55160	0.34453464
P55196	0.7780009
P55197	0.4722425
P55198	0.5137501
P55201	0.80169463
P55209	0.72029185
P55211	0.48725045
P55212	0.5266593
P55263	0.416593
P55265	0.9966826
P55268	0.75585645
P55273	0.276329
P55283	0.742126
P55289	0.99390405
P55290	0.34783274
P55291	0.46057662
P55317	0.3831211
P55318	0.44513226
P55327	0.7575668
P55345	0.51594824
P55347	0.55992895
P55735	0.85331327
P55771	0.54283947
P55786	0.4020816
P55789	0.38408703
P55795	0.48519835
P55809	0.40888217
P55822	0.51064205
P55851	0.48707035
P55854	0.9934175
P55884	0.6264412
P55895	0.4597119
P55916	0.45580125
P55957	0.26626742
P56134	0.5207766
P56159	0.806263
P56177	0.839572
P56178	0.5556745
P56179	0.93613464
P56180	0.48560867
P56181	0.46059486
P56182	0.9997631
P56192	0.59464324
P56270	0.41220096
P56277	0.5171127
P56278	0.32087243
P56282	0.98568314
P56377	0.4920638
P56378	0.50102705
P56385	0.7498696
P56470	0.30287468
P56524	0.20048949
P56537	0.69437164
P56539	0.64369345
P56545	0.9049866
P56557	0.6178352
P56559	0.42068726
P56589	0.46795404
P56597	0.7930297
P56645	0.28433296
P56693	0.6737563
P56705	0.3837071
P56730	0.9997881
P56817	0.32931814
P56915	0.45128798
P56945	0.18019688
P56962	0.7948515
P56975	0.61949146
P57052	0.2105959
P57053	0.4268314
P57054	0.88779426
P57058	0.9369542
P57059	0.39960998
P57071	0.8943461
P57073	0.3811152
P57075	0.4774919
P57076	0.5610136
P57077	0.56242627
P57081	0.79558706
P57082	0.9747839
P57086	0.53380257
P57087	0.3804209
P57105	0.7193584
P57678	0.7845547
P57679	0.53245103
P57682	0.4625068
P57723	0.19483173
P57729	0.99132204
P57735	0.2636962
P57738	0.8853151
P57739	0.7667279
P57740	0.63228065
P57764	0.7056541
P57768	0.22298224
P57772	0.97006196
P57775	0.76980674
P58004	0.35954413
P58005	0.55467606
P58012	0.24195525
P58107	0.51619166
P58166	0.9979734
P58317	0.4906258
P58397	0.99563795
P58400	0.42844924
P58499	0.5288218
P58505	0.791936
P58511	0.5266953
P58546	0.58535296
P58557	0.8745874
P58753	0.23575939
P58876	0.4268314
P59045	0.34598362
P59190	0.36794657
P59768	0.58911735
P59780	0.48897165
P59817	0.7635426
P59910	0.6191321
P59923	0.5965378
P60002	0.45154145
P60006	0.58579046
P60033	0.52268016
P60174	0.44621196
P60228	0.45252568
P60468	0.59972894
P60484	0.6852575
P60510	0.37651688
P60520	0.48553547
P60606	0.4555356
P60842	0.3775697
P60866	0.58120745
P60891	0.2836057
P60896	0.7501802
P60900	0.7232012
P60903	0.6249269
P60953	0.109998964
P60983	0.9038267
P61006	0.94395053
P61011	0.9997837
P61020	0.82936203
P61024	0.8562364
P61077	0.5428054
P61081	0.4656814
P61086	0.4476952
P61088	0.8823445
P61106	0.98588514
P61129	0.36107853
P61160	0.30268186
P61163	0.40485868
P61165	0.24682151
P61201	0.33522975
P61218	0.9991825
P61221	0.64620656
P61244	0.53044814
P61247	0.95960855
P61254	0.45390993
P61289	0.47727183
P61296	0.79101425
P61326	0.38704523
P61328	0.2383364
P61371	0.42832658
P61457	0.67710733
P61513	0.39060536
P61599	0.27870345
P61619	0.45437503
P61626	0.36245754
P61647	0.14389294
P61758	0.93483895
P61764	0.8094064
P61769	0.814722
P61803	0.16250414
P61956	0.9757396
P61962	0.44434407
P61964	0.7538415
P61966	0.4920638
P61968	0.4053966
P61970	0.3236233
P61978	0.4862855
P62068	0.9382438
P62070	0.63559276
P62072	0.3188229
P62081	0.30664235
P62136	0.53098536
P62140	0.43434927
P62166	0.75179714
P62191	0.9186434
P62195	0.32120568
P62241	0.36093488
P62249	0.51223624
P62253	0.29900533
P62256	0.56226957
P62258	0.72989786
P62263	0.58728933
P62266	0.39575586
P62269	0.42234725
P62273	0.48635814
P62277	0.3462397
P62280	0.5300536
P62308	0.44508368
P62310	0.77026004
P62312	0.5991598
P62316	0.50576466
P62318	0.7219425
P62324	0.3995549
P62328	0.99893516
P62333	0.45001853
P62380	0.4715332
P62424	0.9703147
P62487	0.35565665
P62491	0.8653846
P62508	0.5102108
P62633	0.12217073
P62699	0.48741046
P62714	0.36881784
P62736	0.6453289
P62753	0.2588551
P62805	0.40631136
P62820	0.47353083
P62826	0.6702034
P62829	0.4670458
P62837	0.5428054
P62841	0.34178653
P62847	0.9550601
P62851	0.5720746
P62854	0.54315764
P62857	0.97625446
P62873	0.5536436
P62877	0.5273179
P62879	0.55364347
P62888	0.653791
P62906	0.42058352
P62910	0.4190788
P62913	0.58294445
P62917	0.4054554
P62952	0.4225707
P62979	0.589008
P62987	0.4617754
P62993	0.43015847
P62995	0.6834497
P63000	0.5299627
P63010	0.6975066
P63096	0.49777088
P63098	0.41507602
P63146	0.27351418
P63151	0.40028766
P63162	0.6222013
P63165	0.73890334
P63167	0.7238327
P63172	0.27682397
P63173	0.33015785
P63208	0.37056947
P63220	0.48111585
P63241	0.40269458
P63244	0.56631714
P63272	0.4061879
P63279	0.46788165
P63316	0.4523103
P67809	0.7558123
P67812	0.81212443
P67936	0.55460787
P68036	0.2807439
P68104	0.48666558
P68106	0.986073
P68363	0.29216737
P68366	0.29216737
P68371	0.11964752
P68400	0.391018
P68402	0.5461204
P68543	0.41121554
P68871	0.9449787
P69891	0.9449787
P69892	0.9449787
P78310	0.81647086
P78312	0.44424757
P78314	0.46995035
P78316	0.99988294
P78318	0.4045361
P78330	0.92967373
P78332	0.9914688
P78333	0.73497814
P78337	0.60921335
P78344	0.63827115
P78345	0.9738018
P78346	0.97120845
P78347	0.43480876
P78348	0.33638233
P78352	0.5909357
P78356	0.34544432
P78357	0.42231584
P78362	0.347754
P78364	0.425296
P78367	0.47261244
P78368	0.9310476
P78371	0.6927971
P78380	0.61834425
P78381	0.97754556
P78383	0.5196504
P78396	0.87729895
P78406	0.99079996
P78411	0.6270204
P78412	0.22012405
P78413	0.7431573
P78414	0.6486545
P78415	0.50916797
P78423	0.42684355
P78426	0.40865865
P78504	0.8474146
P78509	0.75877386
P78524	0.78432167
P78527	0.5254101
P78536	0.9999813
P78540	0.37773475
P78543	0.99941516
P78545	0.39756143
P78552	0.62225044
P78559	0.3281132
P78560	0.5336789
P78563	0.40939507
P79522	0.3588352
P80188	0.5160691
P80192	0.8031664
P80217	0.38266775
P80303	0.9797633
P80365	0.6290964
P80370	0.60251224
P80404	0.46111602
P80723	0.9846676
P81133	0.5453123
P81274	0.8709031
P81408	0.86685485
P81877	0.6798687
P82094	0.9158529
P82279	0.508532
P82650	0.8364283
P82663	0.46943814
P82664	0.37006953
P82673	0.51887816
P82675	0.377062
P82912	0.57905596
P82914	0.34629086
P82921	0.50157994
P82930	0.31669074
P82933	0.50921756
P82970	0.64341956
P82979	0.87271583
P82980	0.5581062
P82987	0.9618429
P83110	0.9652636
P83111	0.3766589
P83436	0.9993325
P83731	0.52729416
P83876	0.518531
P83881	0.48808616
P83916	0.94120276
P84022	0.9977823
P84077	0.45108244
P84090	0.5502689
P84098	0.5248114
P84101	0.35609728
P84103	0.40458363
P84157	0.51299053
P85037	0.461832
P85298	0.2781528
P86397	0.2693489
P86452	0.5712367
P86790	0.66690314
P86791	0.66690314
P98077	0.42384478
P98082	0.7549198
P98088	0.9444934
P98095	0.5391141
P98153	0.8019601
P98155	0.55438673
P98160	0.4176343
P98164	0.92171675
P98168	0.39675018
P98169	0.39675018
P98170	0.27154723
P98171	0.82071936
P98172	0.5187618
P98173	0.9503197
P98174	0.9566631
P98175	0.5862482
P98177	0.99914694
P98179	0.58798087
P98182	0.95754856
P98194	0.96289164
P98196	0.97410893
P99999	0.4752453
Q00005	0.40028766
Q00013	0.9860049
Q00056	0.9994235
Q00059	0.96600693
Q00169	0.9999819
Q00325	0.40489718
Q00341	0.3463583
Q00403	0.99994445
Q00444	0.31238523
Q00526	0.97326565
Q00532	0.5824154
Q00534	0.35009578
Q00535	0.40984446
Q00536	0.39214012
Q00537	0.47741133
Q00587	0.99886477
Q00597	0.28751656
Q00604	0.36371425
Q00610	0.760467
Q00613	0.85984135
Q00653	0.25358972
Q00688	0.36792496
Q00722	0.32894725
Q00765	0.31207186
Q00796	0.2568502
Q00839	0.5159984
Q00978	0.7522927
Q00987	0.33546412
Q00994	0.4466768
Q01081	0.4407124
Q01082	0.4417838
Q01085	0.89965767
Q01094	0.9067683
Q01105	0.776898
Q01130	0.9927608
Q01151	0.9863841
Q01167	0.64734185
Q01196	0.9803284
Q01201	0.21766385
Q01415	0.51537704
Q01432	0.48989344
Q01433	0.0984986
Q01459	0.38764778
Q01469	0.55644625
Q01484	0.3470683
Q01518	0.42800105
Q01538	0.5730234
Q01543	0.9990644
Q01581	0.34110278
Q01638	0.842959
Q01650	0.6457932
Q01658	0.9996567
Q01664	0.48395586
Q01668	0.8265701
Q01780	0.99988806
Q01804	0.1633308
Q01813	0.27345264
Q01826	0.2702613
Q01831	0.90128756
Q01844	0.9929067
Q01850	0.37916422
Q01860	0.5452051
Q01954	0.41297802
Q01955	0.9955575
Q01959	0.32151788
Q01968	0.50621027
Q01970	0.47829902
Q01973	0.13823976
Q01995	0.49120393
Q02040	0.99737537
Q02045	0.9997743
Q02078	0.41036484
Q02086	0.9847521
Q02094	0.2635195
Q02108	0.5081049
Q02127	0.5497428
Q02153	0.5052618
Q02156	0.39449078
Q02218	0.6754163
Q02224	0.63851786
Q02241	0.7848481
Q02252	0.7825133
Q02297	0.23896004
Q02318	0.37170413
Q02338	0.565813
Q02363	0.9611803
Q02386	0.26105818
Q02410	0.74430436
Q02446	0.37505603
Q02535	0.38263884
Q02543	0.8955098
Q02548	0.9520523
Q02556	0.40921608
Q02575	0.8423389
Q02577	0.9999007
Q02742	0.7782342
Q02750	0.35096717
Q02763	0.49223998
Q02779	0.58976626
Q02790	0.53099483
Q02809	0.87008727
Q02818	0.97868675
Q02833	0.22050792
Q02878	0.08914079
Q02880	0.9998423
Q02930	0.99391806
Q02952	0.9947805
Q02962	0.8869829
Q03001	0.4294996
Q03013	0.4415715
Q03014	0.494186
Q03052	0.504677
Q03060	0.5475491
Q03111	0.7093299
Q03112	0.97955096
Q03113	0.21441694
Q03135	0.27438885
Q03164	0.42587525
Q03167	0.5029381
Q03169	0.65712905
Q03188	0.9433934
Q03252	0.9333346
Q03393	0.4342102
Q03395	0.4706375
Q03405	0.26250705
Q03518	0.29182088
Q03519	0.9861304
Q03591	0.70131636
Q03692	0.3276284
Q03701	0.97856176
Q03721	0.85742176
Q03923	0.52085674
Q03924	0.37778825
Q03933	0.3924807
Q03936	0.7237978
Q03938	0.36066774
Q03989	0.96656
Q04206	0.8403291
Q04323	0.36669862
Q04446	0.42522687
Q04637	0.98411405
Q04656	0.62702084
Q04695	0.5783135
Q04721	0.5293174
Q04724	0.43388155
Q04725	0.9426595
Q04726	0.3181959
Q04727	0.31062892
Q04741	0.9999168
Q04743	0.372104
Q04759	0.8775292
Q04760	0.8547924
Q04771	0.9959765
Q04828	0.7863394
Q04837	0.65169996
Q04912	0.9751629
Q05048	0.99616504
Q05084	0.8191824
Q05086	0.89373046
Q05193	0.65863925
Q05195	0.99478793
Q05209	0.4509427
Q05397	0.6673387
Q05469	0.2591603
Q05513	0.49616557
Q05519	0.6871797
Q05639	0.48666558
Q05655	0.9899824
Q05682	0.5210651
Q05707	0.9999882
Q05823	0.31457293
Q05923	0.6415697
Q05925	1.0
Q05BQ5	0.44066748
Q05C16	0.5811141
Q05D32	0.7015606
Q05DH4	0.54637295
Q06124	0.99939847
Q06141	0.4598292
Q06187	0.7561898
Q06190	0.96079767
Q06203	0.49503326
Q06210	0.46303424
Q06265	0.4830458
Q06330	0.78235716
Q06413	0.99957436
Q06416	0.5452051
Q06455	0.34729174
Q06481	0.7876362
Q06495	0.9370953
Q06520	0.33666313
Q06546	0.5341676
Q06547	0.46122366
Q06587	0.59478873
Q06609	0.99976796
Q06643	0.9173187
Q06710	0.50149214
Q06787	0.51931053
Q06830	0.8353079
Q06889	0.7150511
Q06945	0.5551245
Q07001	0.4907577
Q07002	0.40161136
Q07011	0.4546177
Q07020	0.2999513
Q07021	0.5188437
Q07065	0.8105557
Q07075	0.70711994
Q07092	0.72740966
Q07157	0.9423402
Q07343	0.68831086
Q07444	0.85343736
Q07507	0.93370205
Q07617	0.16462086
Q07654	0.4692454
Q07666	0.53666127
Q07687	0.9935428
Q07817	0.27548197
Q07820	0.75953484
Q07837	0.7373763
Q07864	0.21483362
Q07866	0.35877606
Q07869	0.55288273
Q07889	0.9980726
Q07890	0.9469194
Q07912	0.32733142
Q07954	0.9988066
Q07955	0.31582898
Q07960	0.53565806
Q07973	0.6498703
Q08050	0.9567306
Q08117	0.8167245
Q08170	0.45264885
Q08174	0.9998727
