UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil
Q06134	SaPS	train	0	NoPS	SPO77	Saccharomyces cerevisiae	559292	477	0.456231073841134	0.251572327044025	0.0377358490566037	0.0398322851153039	0.44	-0.067	0.511414	0
Q03102	SaPS	train	0	NoPS	YML131W	Saccharomyces cerevisiae	559292	365	0.496986301369863	0.224657534246575	0.0	0.0	-0.35	-0.307	1.11194	0
P27929	SaPS	train	0	NoPS	NAM9	Saccharomyces cerevisiae	559292	486	0.421216278006402	0.294238683127572	0.0	0.0	0.06	-0.371	0.703519	0
P25046	SaPS	train	0	NoPS	ROX3	Saccharomyces cerevisiae	559292	220	0.388787878787878	0.236363636363636	0.218181818181818	0.109090909090909	3.14	-0.032	0.719136	0
P09457	SaPS	train	0	NoPS	ATP5	Saccharomyces cerevisiae	559292	212	0.489570230607966	0.240566037735849	0.0	0.070754716981132	0.28	-0.257	0.399255	0
P40535	SaPS	train	0	NoPS	CST6	Saccharomyces cerevisiae	559292	587	0.40113571834185	0.219761499148211	0.06984667802385	0.14480408858603	3.03	0.196	0.984931	0
Q04033	SaPS	train	0	NoPS	YDR415C	Saccharomyces cerevisiae	559292	374	0.465181224004752	0.227272727272727	0.0	0.0	-0.12	-0.272	0.256499	0
P40466	SaPS	train	0	NoPS	FKH1	Saccharomyces cerevisiae	559292	484	0.443411386593205	0.204545454545454	0.00619834710743801	0.0785123966942148	1.91	-0.076	0.789656	0
P32343	SaPS	train	0	NoPS	SSH4	Saccharomyces cerevisiae	559292	579	0.436019957781616	0.2573402417962	0.0846286701208981	0.0690846286701209	1.17	-0.133	1.27916	0
P40520	SaPS	train	0	NoPS	YIL059C	Saccharomyces cerevisiae	559292	121	0.516804407713498	0.165289256198347	0.0	0.0		-0.344	-0.56377	0
P53206	SaPS	train	0	NoPS	MCY1	Saccharomyces cerevisiae	559292	393	0.482244840260107	0.223918575063613	0.0	0.0254452926208651	-0.57	-0.293	0.877558	0
P89114	SaPS	train	0	NoPS	SAE3	Saccharomyces cerevisiae	559292	91	0.382539682539682	0.373626373626373	1.0	0.0		-0.531	-0.0876888	0
P38336	SaPS	train	0	NoPS	POP4	Saccharomyces cerevisiae	559292	279	0.43189964157706	0.311827956989247	0.0	0.0931899641577061	0.84	-0.359	0.361635	0
P40987	SaPS	train	0	NoPS	CIN1	Saccharomyces cerevisiae	559292	1014	0.494860837168529	0.196252465483234	0.0	0.0167652859960552	-0.05	-0.22	0.0250586	0
Q12142	SaPS	train	0	NoPS	ATG9	Saccharomyces cerevisiae	559292	997	0.439384821130056	0.241725175526579	0.0842527582748244	0.0772316950852557	1.67	0.035	1.2741	0
P42935	SaPS	train	0	NoPS	ELP2	Saccharomyces cerevisiae	559292	788	0.467738296672306	0.255076142131979	0.0	0.0444162436548223	0.88	-0.432	0.547369	0
P10507	SaPS	train	0	NoPS	MAS1	Saccharomyces cerevisiae	559292	462	0.462842712842713	0.229437229437229	0.0	0.0238095238095238	0.96	-0.095	0.611829	0
P32801	SaPS	train	0	NoPS	ELM1	Saccharomyces cerevisiae	559292	640	0.445937500000002	0.2515625	0.0	0.0890625	0.23	-0.179	0.586476	0
P18900	SaPS	train	0	NoPS	COQ1	Saccharomyces cerevisiae	559292	473	0.471811134601834	0.247357293868921	0.0	0.0295983086680761	0.46	-0.336	0.262152	0
Q06208	SaPS	train	0	NoPS	RIF2	Saccharomyces cerevisiae	559292	395	0.46872011251758	0.253164556962025	0.0	0.146835443037974	-1.34	-0.365	-0.0241928	0
Q06665	SaPS	train	0	NoPS	RAD34	Saccharomyces cerevisiae	559292	692	0.427970456005138	0.304913294797687	0.0635838150289017	0.0534682080924855	-0.1	-0.075	0.842028	0
Q06216	SaPS	train	0	NoPS	PIG1	Saccharomyces cerevisiae	559292	648	0.425720164609053	0.251543209876543	0.0787037037037037	0.0462962962962962	0.64	-0.079	0.640514	0
P38177	SaPS	train	0	NoPS	YBL086C	Saccharomyces cerevisiae	559292	466	0.405507868383403	0.227467811158798	0.075107296137339	0.0901287553648068	0.81	0.018	1.22421	0
P46996	SaPS	train	0	NoPS	YJL163C	Saccharomyces cerevisiae	559292	555	0.546786786786784	0.16036036036036	0.0	0.0936936936936937	-0.24	-0.305	-0.256565	0
P15367	SaPS	train	0	NoPS	SEC11	Saccharomyces cerevisiae	559292	167	0.510046573519627	0.167664670658682	0.0	0.0778443113772455	-1.5	-0.278	0.375111	0
O94143	SaPS	train	0	NoPS	BUD19	Saccharomyces cerevisiae	559292	102	0.47636165577342	0.186274509803921	0.0	0.30392156862745		-0.491	-1.38275	0
P40352	SaPS	train	0	NoPS	RAD26	Saccharomyces cerevisiae	559292	1085	0.41821812596006	0.295852534562212	0.0202764976958525	0.032258064516129	0.52	-0.191	1.45575	0
P53307	SaPS	train	0	NoPS	YGR219W	Saccharomyces cerevisiae	559292	113	0.520747295968535	0.11504424778761	0.0	0.0		-0.248	-1.91396	0
P35999	SaPS	train	0	NoPS	44470	Saccharomyces cerevisiae	559292	772	0.457628094415661	0.24481865284974	0.0	0.0142487046632124	0.81	-0.124	0.687952	0
P38081	SaPS	train	0	NoPS	YBR056W	Saccharomyces cerevisiae	559292	501	0.431559104014192	0.271457085828343	0.0	0.0	0.73	-0.325	1.17967	0
P32584	SaPS	train	0	NoPS	STE14	Saccharomyces cerevisiae	559292	239	0.537006043700604	0.171548117154811	0.0	0.0543933054393305	-1.61	-0.366	-0.486944	0
Q3E804	SaPS	train	0	NoPS	YOR381W-A	Saccharomyces cerevisiae	559292	55	0.383232323232323	0.309090909090909	1.0	0.0			-0.750484	0
A0A023PXG7	SaPS	train	0	NoPS	YLR230W	Saccharomyces cerevisiae	559292	101	0.453795379537953	0.188118811881188	0.0	0.0		-0.206	-1.61159	0
P40162	SaPS	train	0	NoPS	YNL205C	Saccharomyces cerevisiae	559292	140	0.487460317460317	0.2	0.0	0.0	-1.17	-0.314	-0.969755	0
P38698	SaPS	train	0	NoPS	PPX1	Saccharomyces cerevisiae	559292	397	0.463616008956059	0.279596977329974	0.0	0.0453400503778337	-0.89	-0.383	0.752428	0
P25693	SaPS	train	0	NoPS	PCL2	Saccharomyces cerevisiae	559292	308	0.447799422799422	0.243506493506493	0.0	0.129870129870129	0.12	-0.214	-0.298923	0
P43606	SaPS	train	0	NoPS	PTR3	Saccharomyces cerevisiae	559292	678	0.4468534906588	0.227138643067846	0.0	0.0619469026548672	0.33	-0.187	0.292274	0
Q03305	SaPS	train	0	NoPS	RMT2	Saccharomyces cerevisiae	559292	412	0.44881337648328	0.283980582524271	0.0	0.0	-0.59	-0.436	0.482272	0
P47125	SaPS	train	0	NoPS	BNA2	Saccharomyces cerevisiae	559292	453	0.469732646553839	0.231788079470198	0.0	0.0	0.97	-0.078	0.396331	0
P27680	SaPS	train	0	NoPS	COQ3	Saccharomyces cerevisiae	559292	312	0.461894586894586	0.256410256410256	0.0	0.0	-0.34	-0.354	-0.0263164	0
P33448	SaPS	train	0	NoPS	TOM6	Saccharomyces cerevisiae	559292	61	0.543169398907103	0.0983606557377049	1.0	0.245901639344262		-0.145	-1.5675	0
P38269	SaPS	train	0	NoPS	YBR124W	Saccharomyces cerevisiae	559292	119	0.555742296918766	0.159663865546218	0.0	0.0		-0.404	-0.525153	0
P32499	SaPS	train	0	NoPS	NUP2	Saccharomyces cerevisiae	559292	720	0.399552469135803	0.288888888888888	0.909722222222222	0.129166666666666	1.84	-0.078	1.33266	0
P0C5Q6	SaPS	train	0	NoPS	YMR194C-A	Saccharomyces cerevisiae	559292	74	0.505705705705705	0.189189189189189	0.108108108108108	0.0		-0.504	-1.4633	0
Q12448	SaPS	train	0	NoPS	YDL034W	Saccharomyces cerevisiae	559292	114	0.535964912280701	0.184210526315789	0.0	0.0		-0.454	-1.25801	0
Q04781	SaPS	train	0	NoPS	RKR1	Saccharomyces cerevisiae	559292	1562	0.479164888319822	0.236875800256081	0.0	0.0172855313700384	0.78	-0.214	0.73998	0
P36129	SaPS	train	0	NoPS	OPI8	Saccharomyces cerevisiae	559292	213	0.576577986437141	0.107981220657277	0.0	0.323943661971831	-1.32	-0.279	-2.20592	0
O13578	SaPS	train	0	NoPS	YLR415C	Saccharomyces cerevisiae	559292	112	0.526190476190476	0.142857142857142	0.0	0.0		-0.352	-1.63696	0
Q07746	SaPS	train	0	NoPS	YDL242W	Saccharomyces cerevisiae	559292	117	0.474833808167141	0.247863247863247	0.0	0.111111111111111		-0.423	-0.85374	0
P38275	SaPS	train	0	NoPS	YBR134W	Saccharomyces cerevisiae	559292	133	0.464661654135338	0.180451127819548	0.0	0.105263157894736		-0.341	-0.928753	0
Q8TGP0	SaPS	train	0	NoPS	YGL063C-A	Saccharomyces cerevisiae	559292	49	0.473469387755102	0.142857142857142	1.0	0.0			-0.391871	0
P32323	SaPS	train	0	NoPS	AGA1	Saccharomyces cerevisiae	559292	725	0.497348659003834	0.0593103448275862	0.0	0.706206896551724	3.54	0.025	-1.29579	0
Q05854	SaPS	train	0	NoPS	YLR278C	Saccharomyces cerevisiae	559292	1341	0.422735935040184	0.195376584638329	0.0	0.212527964205816	2.67	0.748	1.0284	0
P46951	SaPS	train	0	NoPS	YPP1	Saccharomyces cerevisiae	559292	817	0.462831497348021	0.239902080783353	0.0	0.011015911872705	-0.1	-0.233	0.305833	0
Q08954	SaPS	train	0	NoPS	YPL199C	Saccharomyces cerevisiae	559292	240	0.411157407407407	0.220833333333333	0.2125	0.0916666666666666	1.64	0.35	1.11904	0
P17260	SaPS	train	0	NoPS	KRE1	Saccharomyces cerevisiae	559292	313	0.525914093006745	0.0734824281150159	0.0	0.575079872204472	0.99	-0.178	-1.05741	0
Q03338	SaPS	train	0	NoPS	PRP3	Saccharomyces cerevisiae	559292	469	0.369414830608859	0.371002132196162	0.125799573560767	0.121535181236673	2.64	-0.263	1.09621	0
P17891	SaPS	train	0	NoPS	CLC1	Saccharomyces cerevisiae	559292	233	0.365236051502146	0.416309012875536	1.0	0.0686695278969957	0.49	-0.289	0.979589	0
P34111	SaPS	train	0	NoPS	TFC3	Saccharomyces cerevisiae	559292	1160	0.443160919540229	0.293965517241379	0.0	0.0387931034482758	0.12	-0.208	1.27438	0
P30822	SaPS	train	0	NoPS	CRM1	Saccharomyces cerevisiae	559292	1084	0.489606396063962	0.22970479704797	0.0193726937269372	0.0304428044280442	-0.44	-0.203	0.143719	0
P36146	SaPS	train	0	NoPS	LAS1	Saccharomyces cerevisiae	559292	502	0.420916334661353	0.300796812749004	0.0697211155378486	0.0896414342629482	-0.75	-0.398	0.511512	0
Q08749	SaPS	train	0	NoPS	TIM18	Saccharomyces cerevisiae	559292	192	0.496932870370369	0.1875	0.0	0.0	-0.64	-0.281	-0.122385	0
Q12469	SaPS	train	0	NoPS	SKM1	Saccharomyces cerevisiae	559292	655	0.437336726039016	0.270229007633587	0.0	0.0	-0.47	-0.344	0.65814	0
P32264	SaPS	train	0	NoPS	PRO1	Saccharomyces cerevisiae	559292	428	0.475259605399791	0.242990654205607	0.0	0.0257009345794392	-0.05	-0.315	0.742545	0
P29704	SaPS	train	0	NoPS	ERG9	Saccharomyces cerevisiae	559292	444	0.488088088088087	0.240990990990991	0.0	0.0	-0.55	-0.315	-0.185832	0
Q01389	SaPS	train	0	NoPS	BCK1	Saccharomyces cerevisiae	559292	1478	0.419591038941515	0.240189445196211	0.0595399188092016	0.186738836265223	1.61	-0.124	1.04627	0
P47150	SaPS	train	0	NoPS	RSM7	Saccharomyces cerevisiae	559292	247	0.451911830859199	0.242914979757085	0.0	0.0	-0.84	-0.335	-0.629651	0
Q12152	SaPS	train	0	NoPS	YPL150W	Saccharomyces cerevisiae	559292	901	0.425810827475644	0.260821309655937	0.0199778024417314	0.0910099889012208	1.56	-0.043	1.25187	0
P38122	SaPS	train	0	NoPS	ECM31	Saccharomyces cerevisiae	559292	312	0.495904558404557	0.201923076923076	0.0	0.0	0.44	-0.257	0.18214	0
Q03790	SaPS	train	0	NoPS	NUP53	Saccharomyces cerevisiae	559292	475	0.41412865497076	0.242105263157894	0.216842105263157	0.138947368421052	1.39	-0.01	1.2106	0
Q07928	SaPS	train	0	NoPS	GAT3	Saccharomyces cerevisiae	559292	141	0.447202521670607	0.25531914893617	0.0	0.0	0.22	-0.319	-0.342179	0
Q02793	SaPS	train	0	NoPS	SKI8	Saccharomyces cerevisiae	559292	397	0.470389028827316	0.231738035264483	0.0	0.0	0.73	-0.148	0.368397	0
P36516	SaPS	train	0	NoPS	MRPL3	Saccharomyces cerevisiae	559292	390	0.471652421652421	0.217948717948717	0.0	0.0	-0.38	-0.211	-0.157213	0
P53331	SaPS	train	0	NoPS	RNH70	Saccharomyces cerevisiae	559292	553	0.449447458308217	0.282097649186256	0.0	0.0705244122965642	0.39	-0.279	0.804652	0
P53902	SaPS	train	0	NoPS	YNL150W	Saccharomyces cerevisiae	559292	135	0.521152263374486	0.148148148148148	0.0	0.37037037037037		-0.339	-1.51634	0
P46988	SaPS	train	0	NoPS	PFD1	Saccharomyces cerevisiae	559292	109	0.41518858307849	0.321100917431192	0.963302752293578	0.110091743119266		-0.507	-0.922366	0
P38922	SaPS	train	0	NoPS	HRB1	Saccharomyces cerevisiae	559292	454	0.369530102790015	0.348017621145374	0.0947136563876652	0.215859030837004	2.92	-0.188	2.14576	0
P43570	SaPS	train	0	NoPS	GYP8	Saccharomyces cerevisiae	559292	497	0.476391683433936	0.24748490945674	0.0	0.028169014084507	-1.02	-0.353	0.248364	0
P34161	SaPS	train	0	NoPS	YOX1	Saccharomyces cerevisiae	559292	385	0.41036075036075	0.251948051948051	0.231168831168831	0.137662337662337	1.52	-0.21	-0.0966569	0
P38741	SaPS	train	0	NoPS	RIM4	Saccharomyces cerevisiae	559292	713	0.393595137914913	0.230014025245441	0.0827489481065918	0.241234221598877	2.83	0.369	1.49002	0
Q06163	SaPS	train	0	NoPS	EST2	Saccharomyces cerevisiae	559292	884	0.485155857214679	0.214932126696832	0.0	0.0486425339366515	-0.02	-0.157	0.329209	0
P35202	SaPS	train	0	NoPS	THI80	Saccharomyces cerevisiae	559292	319	0.47415534656914	0.244514106583072	0.0	0.0	-0.35	-0.376	0.259407	0
Q12515	SaPS	train	0	NoPS	PAR32	Saccharomyces cerevisiae	559292	295	0.39352165725047	0.254237288135593	0.149152542372881	0.277966101694915	0.55	0.0	2.33538	0
Q6B0Z2	SaPS	train	0	NoPS	YML101C-A	Saccharomyces cerevisiae	559292	105	0.524021164021164	0.152380952380952	0.542857142857142	0.285714285714285		-0.332	-0.855325	0
P38362	SaPS	train	0	NoPS	YBR300C	Saccharomyces cerevisiae	559292	165	0.519528619528619	0.139393939393939	0.0	0.0	-0.1	-0.185	-1.47455	0
P40046	SaPS	train	0	NoPS	VTC1	Saccharomyces cerevisiae	559292	129	0.543583118001722	0.170542635658914	0.0	0.0697674418604651		-0.351	-0.252301	0
P53897	SaPS	train	0	NoPS	IGO1	Saccharomyces cerevisiae	559292	168	0.40568783068783	0.202380952380952	0.952380952380952	0.303571428571428	1.56	-0.096	1.18249	0
Q12262	SaPS	train	0	NoPS	MCM16	Saccharomyces cerevisiae	559292	181	0.441252302025783	0.270718232044198	0.0	0.0	-0.18	-0.506	-0.84389	1
P31382	SaPS	train	0	NoPS	PMT2	Saccharomyces cerevisiae	559292	759	0.494173620260579	0.175230566534914	0.0553359683794466	0.0237154150197628	0.45	-0.089	0.449307	0
P32571	SaPS	train	0	NoPS	DOA4	Saccharomyces cerevisiae	559292	926	0.452747780177587	0.207343412526997	0.0	0.132829373650108	1.18	0.035	0.662615	0
Q06148	SaPS	train	0	NoPS	NEJ1	Saccharomyces cerevisiae	559292	342	0.451397011046133	0.257309941520467	0.163742690058479	0.0380116959064327	0.71	-0.303	0.0876724	0
Q12232	SaPS	train	0	NoPS	SLP1	Saccharomyces cerevisiae	559292	587	0.443744084800301	0.274275979557069	0.0	0.0647359454855195	0.21	-0.304	0.364036	0
A0A023PYD3	SaPS	train	0	NoPS	YDR094W	Saccharomyces cerevisiae	559292	111	0.463363363363363	0.189189189189189	0.0	0.0		-0.444	-2.15468	0
P29589	SaPS	train	0	NoPS	AHT1	Saccharomyces cerevisiae	559292	182	0.483638583638582	0.23076923076923	0.0	0.104395604395604	2.53	-0.408	1.08144	0
P53749	SaPS	train	0	NoPS	YNR063W	Saccharomyces cerevisiae	559292	607	0.474373055097932	0.242174629324546	0.0	0.0922570016474464	0.9	-0.273	0.149715	0
P36048	SaPS	train	0	NoPS	SNU114	Saccharomyces cerevisiae	559292	1008	0.474856701940036	0.247023809523809	0.0287698412698412	0.00793650793650793	0.2	-0.3	0.822017	0
P53315	SaPS	train	0	NoPS	SOL4	Saccharomyces cerevisiae	559292	255	0.492287581699346	0.227450980392156	0.0	0.0	-0.23	-0.259	0.157997	0
P47822	SaPS	train	0	NoPS	SRB7	Saccharomyces cerevisiae	559292	140	0.443730158730158	0.328571428571428	0.271428571428571	0.114285714285714	0.51	-0.46	-0.749259	0
Q06178	SaPS	train	0	NoPS	NMA1	Saccharomyces cerevisiae	559292	401	0.438043779440288	0.2643391521197	0.144638403990024	0.119700748129675	-0.01	-0.339	0.228729	0
P40020	SaPS	train	0	NoPS	FIR1	Saccharomyces cerevisiae	559292	876	0.394000507356668	0.256849315068493	0.0559360730593607	0.0650684931506849	1.52	-0.02	0.796583	0
Q02961	SaPS	train	0	NoPS	YPL113C	Saccharomyces cerevisiae	559292	396	0.475280583613918	0.25	0.0	0.0	-0.54	-0.281	0.442707	0
P38840	SaPS	train	0	NoPS	ARO9	Saccharomyces cerevisiae	559292	513	0.463157894736841	0.23391812865497	0.0	0.0	0.16	-0.232	0.249116	0
P28495	SaPS	train	0	NoPS	CAP1	Saccharomyces cerevisiae	559292	268	0.440920398009951	0.261194029850746	0.0	0.0373134328358208	-0.74	-0.199	0.806515	0
O13558	SaPS	train	0	NoPS	BSC3	Saccharomyces cerevisiae	559292	102	0.445098039215686	0.186274509803921	0.215686274509803	0.0		-0.18	-0.231702	0
P36084	SaPS	train	0	NoPS	MUD2	Saccharomyces cerevisiae	559292	527	0.410141260805398	0.273244781783681	0.0910815939278937	0.0853889943074003	3.52	0.134	1.12756	0
P47048	SaPS	train	0	NoPS	YJL049W	Saccharomyces cerevisiae	559292	450	0.415135802469136	0.322222222222222	0.122222222222222	0.0688888888888888	-0.36	-0.382	0.733707	0
P43599	SaPS	train	0	NoPS	YFR018C	Saccharomyces cerevisiae	559292	363	0.477165595347413	0.214876033057851	0.0	0.0220385674931129	0.78	-0.254	-0.00722028	0
P22224	SaPS	train	0	NoPS	SEC15	Saccharomyces cerevisiae	559292	910	0.473650793650791	0.249450549450549	0.0	0.0131868131868131	0.4	-0.213	0.25271	0
Q12242	SaPS	train	0	NoPS	RUP1	Saccharomyces cerevisiae	559292	671	0.443980791521773	0.251862891207153	0.0432190760059612	0.0789865871833084	1.33	-0.243	0.495357	0
Q08236	SaPS	train	0	NoPS	AVO1	Saccharomyces cerevisiae	559292	1176	0.406046863189716	0.272959183673469	0.0	0.100340136054421	1.76	-0.002	1.73061	0
P32911	SaPS	train	0	NoPS	SUI1	Saccharomyces cerevisiae	559292	108	0.439814814814814	0.287037037037037	0.611111111111111	0.0		-0.497	0.257218	0
P38061	SaPS	train	0	NoPS	RPL32	Saccharomyces cerevisiae	559292	130	0.424615384615384	0.284615384615384	0.284615384615384	0.0		-0.371	0.411801	0
Q12293	SaPS	train	0	NoPS	TY2A-OR2	Saccharomyces cerevisiae	559292	438	0.406722475900557	0.184931506849315	0.150684931506849	0.0639269406392694	0.65	0.248	0.0248789	0
P53270	SaPS	train	0	NoPS	YGR117C	Saccharomyces cerevisiae	559292	476	0.48424369747899	0.20798319327731	0.0	0.0	-0.35	-0.202	0.428006	0
Q04341	SaPS	train	0	NoPS	MIX14	Saccharomyces cerevisiae	559292	121	0.441689623507804	0.314049586776859	0.0	0.0		-0.485	-0.443867	0
P10080	SaPS	train	0	NoPS	SBP1	Saccharomyces cerevisiae	559292	294	0.403892668178381	0.336734693877551	0.119047619047619	0.207482993197278	5.02	0.008	1.86206	0
Q04083	SaPS	train	0	NoPS	THI74	Saccharomyces cerevisiae	559292	370	0.580810810810811	0.129729729729729	0.0	0.221621621621621	-1.1	-0.329	-1.00857	0
Q12369	SaPS	train	0	NoPS	SFI1	Saccharomyces cerevisiae	559292	946	0.428482499412733	0.305496828752642	0.0285412262156448	0.0	0.92	-0.276	0.542125	0
P39524	SaPS	train	0	NoPS	DRS2	Saccharomyces cerevisiae	559292	1355	0.476473964739646	0.228782287822878	0.0531365313653136	0.0494464944649446	2.51	-0.112	0.911748	0
O13582	SaPS	train	0	NoPS	YPR076W	Saccharomyces cerevisiae	559292	124	0.481362007168458	0.266129032258064	0.0	0.39516129032258		-0.565	-1.75298	0
P38225	SaPS	train	0	NoPS	FAT1	Saccharomyces cerevisiae	559292	669	0.480734097326025	0.221225710014947	0.0	0.0448430493273542	1.06	-0.304	0.482991	0
P53094	SaPS	train	0	NoPS	MDS3	Saccharomyces cerevisiae	559292	1487	0.431129044309945	0.236045729657027	0.00403496973772696	0.128446536650975	3.0	-0.035	0.943618	0
P41832	SaPS	train	0	NoPS	BNI1	Saccharomyces cerevisiae	559292	1953	0.419349149456669	0.281618023553507	0.167946748591909	0.137224782386072	1.79	0.103	1.17789	0
Q12412	SaPS	train	0	NoPS	PNS1	Saccharomyces cerevisiae	559292	539	0.537889095031952	0.126159554730983	0.0705009276437847	0.0222634508348794	0.87	0.024	0.142821	0
P36119	SaPS	train	0	NoPS	YKR023W	Saccharomyces cerevisiae	559292	530	0.377589098532493	0.347169811320754	0.0169811320754716	0.137735849056603	0.15	-0.268	0.990713	0
P39529	SaPS	train	0	NoPS	YJL206C	Saccharomyces cerevisiae	559292	758	0.456816182937556	0.233509234828496	0.0	0.0158311345646438	0.99	-0.044	0.277164	0
Q12138	SaPS	train	0	NoPS	YLR125W	Saccharomyces cerevisiae	559292	136	0.401307189542482	0.338235294117647	1.0	0.227941176470588		-0.542	0.117223	0
P38820	SaPS	train	0	NoPS	UBA4	Saccharomyces cerevisiae	559292	440	0.468005050505049	0.231818181818181	0.0	0.0	1.06	-0.253	0.808344	0
O13520	SaPS	train	0	NoPS	YPL044C	Saccharomyces cerevisiae	559292	182	0.565323565323564	0.12087912087912	0.0	0.0714285714285714	0.82	-0.345	-1.30796	0
P53744	SaPS	train	0	NoPS	BIO5	Saccharomyces cerevisiae	559292	561	0.566547831253713	0.124777183600713	0.0	0.0695187165775401	0.38	-0.244	-0.241569	0
P36136	SaPS	train	0	NoPS	SHB17	Saccharomyces cerevisiae	559292	271	0.437884378843788	0.265682656826568	0.007380073800738	0.0	-0.05	-0.215	0.413255	0
P47106	SaPS	train	0	NoPS	YJR038C	Saccharomyces cerevisiae	559292	120	0.538333333333333	0.108333333333333	0.0	0.291666666666666		-0.351	-1.82443	0
P0CX44	SaPS	train	0	NoPS	RPL1B	Saccharomyces cerevisiae	559292	217	0.469994879672298	0.267281105990783	0.0	0.0783410138248847	0.25	-0.473	0.335726	0
Q08234	SaPS	train	0	NoPS	YOL075C	Saccharomyces cerevisiae	559292	1294	0.505023183925812	0.195517774343122	0.0	0.0193199381761978	0.92	-0.216	0.632035	0
Q12276	SaPS	train	0	NoPS	HER1	Saccharomyces cerevisiae	559292	1246	0.434991974317818	0.252808988764044	0.111556982343499	0.106741573033707	1.3	-0.088	0.811285	0
P42834	SaPS	train	0	NoPS	MDJ2	Saccharomyces cerevisiae	559292	146	0.469558599695586	0.273972602739726	0.0	0.0	-1.11	-0.394	-0.147673	0
P36133	SaPS	train	0	NoPS	YKR040C	Saccharomyces cerevisiae	559292	167	0.539520958083832	0.215568862275449	0.179640718562874	0.269461077844311	-1.41	-0.482	-1.11413	0
P14127	SaPS	train	0	NoPS	RPS17B	Saccharomyces cerevisiae	559292	136	0.411764705882352	0.330882352941176	0.323529411764705	0.0		-0.445	-0.00735096	0
Q8TGL0	SaPS	train	0	NoPS	YPL222C-A	Saccharomyces cerevisiae	559292	81	0.506584362139918	0.0864197530864197	0.209876543209876	0.0		-0.266	-1.16081	0
P40163	SaPS	train	0	NoPS	YNL203C	Saccharomyces cerevisiae	559292	203	0.526053639846743	0.152709359605911	0.0	0.0	-1.1	-0.312	-1.48627	0
Q03104	SaPS	train	0	NoPS	MSC1	Saccharomyces cerevisiae	559292	513	0.408555338964694	0.284600389863547	0.0	0.0565302144249512	1.82	-0.312	0.874715	0
P38325	SaPS	train	0	NoPS	OM14	Saccharomyces cerevisiae	559292	134	0.475041459369817	0.186567164179104	0.0223880597014925	0.253731343283582		-0.336	-0.206219	0
P25572	SaPS	train	0	NoPS	YCL042W	Saccharomyces cerevisiae	559292	119	0.416433239962651	0.184873949579831	0.798319327731092	0.0588235294117647		-0.25	-1.52137	0
Q04199	SaPS	train	0	NoPS	CAC2	Saccharomyces cerevisiae	559292	468	0.478157644824311	0.211538461538461	0.032051282051282	0.0	0.56	-0.288	0.637998	0
P38734	SaPS	train	0	NoPS	MUP3	Saccharomyces cerevisiae	559292	546	0.575824175824174	0.133699633699633	0.0	0.0531135531135531	0.76	-0.344	0.0733789	0
P03870	SaPS	train	0	NoPS	FLP1	Saccharomyces cerevisiae	559292	423	0.464854215918046	0.226950354609929	0.0	0.0283687943262411	-0.48	-0.224	0.132464	0
P39728	SaPS	train	0	NoPS	YAL037W	Saccharomyces cerevisiae	559292	267	0.486350395339158	0.194756554307116	0.0	0.0411985018726591	-1.36	-0.171	-0.455237	0
P39684	SaPS	train	0	NoPS	PES4	Saccharomyces cerevisiae	559292	611	0.425150027277687	0.271685761047463	0.0196399345335515	0.0523731587561374	1.45	0.06	1.13914	0
P40208	SaPS	train	0	NoPS	GID8	Saccharomyces cerevisiae	559292	455	0.436166056166056	0.217582417582417	0.0	0.0175824175824175	1.03	-0.051	0.890528	0
Q06623	SaPS	train	0	NoPS	HDA3	Saccharomyces cerevisiae	559292	655	0.431297709923665	0.294656488549618	0.0259541984732824	0.0458015267175572	0.57	-0.171	0.559767	0
Q05934	SaPS	train	0	NoPS	VID22	Saccharomyces cerevisiae	559292	901	0.470637563201381	0.197558268590455	0.0421753607103218	0.124306326304106	2.01	0.293	0.36696	0
Q06169	SaPS	train	0	NoPS	PEX30	Saccharomyces cerevisiae	559292	523	0.455428085829613	0.252390057361376	0.141491395793499	0.0210325047801147	0.77	-0.376	0.288207	0
P53736	SaPS	train	0	NoPS	YNR040W	Saccharomyces cerevisiae	559292	256	0.476692708333333	0.21484375	0.0	0.0	-0.24	-0.318	0.0797334	0
Q12125	SaPS	train	0	NoPS	GET4	Saccharomyces cerevisiae	559292	312	0.474679487179486	0.253205128205128	0.0	0.0	-0.87	-0.334	0.253298	0
Q04749	SaPS	train	0	NoPS	AVO2	Saccharomyces cerevisiae	559292	426	0.439488784559209	0.22300469483568	0.0	0.164319248826291	2.51	-0.013	1.20887	0
Q08689	SaPS	train	0	NoPS	NAT5	Saccharomyces cerevisiae	559292	176	0.480429292929293	0.221590909090909	0.0	0.0	-0.79	-0.345	0.246241	0
P39534	SaPS	train	0	NoPS	MBB1	Saccharomyces cerevisiae	559292	108	0.463888888888889	0.24074074074074	0.0	0.0		-0.344	-0.789852	0
Q06695	SaPS	train	0	NoPS	YLR416C	Saccharomyces cerevisiae	559292	132	0.461616161616162	0.166666666666666	0.0984848484848484	0.166666666666666		-0.32	-0.793659	0
Q12071	SaPS	train	0	NoPS	VPS54	Saccharomyces cerevisiae	559292	889	0.449481314835647	0.259842519685039	0.0427446569178852	0.0629921259842519	0.78	-0.231	0.665572	0
