UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil	Phos freq	DeepPhase
P60896	hSaPS	train	0	hNoPS	SEM1	Homo sapiens	9606	70	0.348888889	0.457142857142857	1.0	0.357142857142857		-0.897	-0.387069	0	0.014285714285714285	0.7501802
P61009	hSaPS	train	0	hNoPS	SPCS3	Homo sapiens	9606	180	0.504259259	0.2	0.0	0.0	-1.02	-0.391	-0.0844707	0	0.011111111111111112	
P61073	hSaPS	train	0	hNoPS	CXCR4	Homo sapiens	9606	352	0.544381313	0.164772727272727	0.0568181818181818	0.0454545454545454	-0.83	-0.388	-0.344548	0	0.05965909090909091	
P61086	hSaPS	train	0	hNoPS	UBE2K	Homo sapiens	9606	200	0.470111111	0.24	0.0	0.055	-0.76	-0.312	-0.70236	0	0.015	0.4476952
P61165	hSaPS	train	0	hNoPS	TM258	Homo sapiens	9606	79	0.61350211	0.113924050632911	0.0	0.189873417721519		-0.517	-2.20869	0	0.012658227848101266	0.24682151
P61218	hSaPS	train	0	hNoPS	RPAB2	Homo sapiens	9606	127	0.425109361	0.362204724409448	0.629921259842519	0.275590551181102		-0.472	-0.280529	0	0.015748031496062992	0.9991825
P61221	hSaPS	train	0	hNoPS	ABCE1	Homo sapiens	9606	599	0.478779447	0.258764607679465	0.0	0.0450751252086811	-0.16	-0.251	0.466361	0	0.028380634390651086	0.64620656
P61244	hSaPS	train	0	hNoPS	MAX	Homo sapiens	9606	160	0.352916667	0.3375	1.0	0.09375	-1.76	-0.157	0.0431746	0	0.11875	0.53044814
P61296	hSaPS	train	0	hNoPS	HAND2	Homo sapiens	9606	217	0.429237071	0.248847926267281	0.202764976958525	0.253456221198156	1.8	-0.137	0.476783	0	0.004608294930875576	0.79101425
P61366	hSaPS	train	0	hNoPS	OSTN	Homo sapiens	9606	133	0.465079365	0.285714285714285	0.578947368421052	0.157894736842105		-0.464	-0.0953991	0	0.007518796992481203	
P61550	hSaPS	train	0	hNoPS	ENVT1	Homo sapiens	9606	626	0.50885694	0.13258785942492	0.0	0.097444089456869	1.87	-0.143	0.0966406	0	0.0	
P61568	hSaPS	train	0	hNoPS	ENK11	Homo sapiens	9606	191	0.470796975	0.193717277486911	0.0	0.0	0.81	-0.458	0.101247	0	0.0	
P61580	hSaPS	train	0	hNoPS	NP10	Homo sapiens	9606	75	0.352740741	0.346666666666666	1.0	0.0		-0.447	-0.126093	0	0.0	
P61599	hSaPS	train	0	hNoPS	NAA20	Homo sapiens	9606	178	0.471598002	0.252808988764044	0.179775280898876	0.0	0.2	-0.372	-0.192987	0	0.02247191011235955	0.27870345
P61619	hSaPS	train	0	hNoPS	S61A1	Homo sapiens	9606	476	0.562535014	0.144957983193277	0.0	0.0	0.24	-0.189	0.0962976	0	0.0273109243697479	0.45437503
P61647	hSaPS	train	0	hNoPS	SIA8F	Homo sapiens	9606	398	0.478196538	0.211055276381909	0.0	0.0452261306532663	0.16	-0.177	0.120066	0	0.0	0.14389294
P61769	hSaPS	train	0	hNoPS	B2MG	Homo sapiens	9606	119	0.458169935	0.252100840336134	0.0	0.109243697478991		-0.434	-0.766591	0	0.07563025210084033	0.814722
P61812	hSaPS	train	0	hNoPS	TGFB2	Homo sapiens	9606	414	0.44812131	0.256038647342995	0.0	0.072463768115942	1.48	-0.352	-0.353777	0	0.00966183574879227	
P61925	hSaPS	train	0	hNoPS	IPKA	Homo sapiens	9606	76	0.420175439	0.276315789473684	1.0	0.0		-0.387	0.151185	0	0.013157894736842105	
P61960	hSaPS	train	0	hNoPS	UFM1	Homo sapiens	9606	85	0.509934641	0.2	1.0	0.0		-0.441	-1.04527	0	0.023529411764705882	
P61962	hSaPS	train	0	hNoPS	DCAF7	Homo sapiens	9606	342	0.470305393	0.216374269005847	0.0	0.0	-0.22	-0.377	-0.255144	0	0.04093567251461988	0.44434407
P61966	hSaPS	train	0	hNoPS	AP1S1	Homo sapiens	9606	158	0.482137834	0.316455696202531	0.0	0.0	-1.51	-0.688	-0.855913	0	0.0189873417721519	0.4920638
P62072	hSaPS	train	0	hNoPS	TIM10	Homo sapiens	9606	90	0.427901235	0.311111111111111	1.0	0.0		-0.622	-1.70467	0	0.022222222222222223	0.3188229
P62256	hSaPS	train	0	hNoPS	UBE2H	Homo sapiens	9606	183	0.438979964	0.262295081967213	0.234972677595628	0.158469945355191	0.45	-0.356	0.187613	0	0.0273224043715847	0.56226957
P62273	hSaPS	train	0	hNoPS	RS29	Homo sapiens	9606	56	0.414087302	0.232142857142857	1.0	0.0			-0.187008	0	0.05357142857142857	0.48635814
P62324	hSaPS	train	0	hNoPS	BTG1	Homo sapiens	9606	171	0.465756985	0.198830409356725	0.0	0.0	0.82	-0.302	-0.388539	0	0.029239766081871343	0.3995549
P62341	hSaPS	train	0	hNoPS	SELT	Homo sapiens	9606	195		0.0	0.0	0.0307692307692307		-0.312	-0.666781	0	0.02564102564102564	
P62380	hSaPS	train	0	hNoPS	TBPL1	Homo sapiens	9606	186	0.508900836	0.236559139784946	0.0	0.0	-0.97	-0.401	-0.73459	0	0.005376344086021506	0.4715332
P62502	hSaPS	train	0	hNoPS	LCN6	Homo sapiens	9606	163	0.519631902	0.177914110429447	0.0	0.0552147239263803	-0.79	-0.418	-0.343845	0	0.006134969325153374	
P62508	hSaPS	train	0	hNoPS	ERR3	Homo sapiens	9606	458	0.464798641	0.251091703056768	0.0	0.0305676855895196	2.01	-0.06	-0.0194392	0	0.019650655021834062	0.5102108
P62714	hSaPS	train	0	hNoPS	PP2AB	Homo sapiens	9606	309	0.450485437	0.242718446601941	0.0	0.0	0.88	-0.205	0.336935	0	0.025889967637540454	0.36881784
P62854	hSaPS	train	0	hNoPS	RS26	Homo sapiens	9606	115	0.426666667	0.313043478260869	0.939130434782608	0.278260869565217		-0.469	-0.596375	0	0.034782608695652174	0.54315764
P62952	hSaPS	train	0	hNoPS	BLCAP	Homo sapiens	9606	87	0.590676884	0.0804597701149425	0.195402298850574	0.0		-0.587	-2.68741	0	0.0	0.4225707
P62955	hSaPS	train	0	hNoPS	CCG7	Homo sapiens	9606	275	0.510222222	0.163636363636363	0.0	0.0654545454545454	0.05	-0.232	-0.515449	0	0.02909090909090909	
P63092	hSaPS	train	0	hNoPS	GNAS2	Homo sapiens	9606	394	0.433643542	0.294416243654822	0.0532994923857868	0.0	0.79	-0.366	0.408338	0	0.03299492385786802	
P63128	hSaPS	train	0	hNoPS	POK9	Homo sapiens	9606	1117	0.4511887	0.203222918531781	0.0	0.0286481647269471	1.89	0.293	0.995402	0	0.0026857654431512983	
P63211	hSaPS	train	0	hNoPS	GBG1	Homo sapiens	9606	74	0.432582583	0.418918918918918	1.0	0.0		-0.947	-0.5606	0	0.04054054054054054	
P63316	hSaPS	train	0	hNoPS	TNNC1	Homo sapiens	9606	161	0.43216011	0.391304347826087	0.428571428571428	0.062111801242236	-1.7	-0.637	0.305408	0	0.012422360248447204	0.4523103
P67936	hSaPS	train	0	hNoPS	TPM4	Homo sapiens	9606	248	0.38655914	0.44758064516129	0.745967741935483	0.34274193548387	-2.11	-0.572	-0.00272802	1	0.04838709677419355	0.55460787
P68543	hSaPS	train	0	hNoPS	UBX2A	Homo sapiens	9606	259	0.434362934	0.266409266409266	0.0	0.108108108108108	-1.24	-0.294	0.448686	0	0.011583011583011582	0.41121554
P69849	hSaPS	train	0	hNoPS	NOMO3	Homo sapiens	9606	1222	0.482978723	0.205400981996726	0.0196399345335515	0.0654664484451718	1.43	-0.228	1.19254	0	0.011456628477905073	
P78310	hSaPS	train	0	hNoPS	CXAR	Homo sapiens	9606	365	0.469893455	0.227397260273972	0.0	0.126027397260273	1.74	-0.078	0.213929	0	0.06027397260273973	0.81647086
P78314	hSaPS	train	0	hNoPS	3BP2	Homo sapiens	9606	561	0.42392553	0.244206773618538	0.361853832442067	0.144385026737967	1.83	-0.271	0.178792	0	0.0285204991087344	0.46995035
P78318	hSaPS	train	0	hNoPS	IGBP1	Homo sapiens	9606	339	0.40373648	0.309734513274336	0.150442477876106	0.141592920353982	0.53	-0.188	-0.128968	0	0.035398230088495575	0.4045361
P78325	hSaPS	train	0	hNoPS	ADAM8	Homo sapiens	9606	824	0.46912082	0.184466019417475	0.0631067961165048	0.106796116504854	2.34	-0.129	0.662403	0	0.0048543689320388345	
P78332	hSaPS	train	0	hNoPS	RBM6	Homo sapiens	9606	1123	0.355149896	0.345503116651825	0.579697239536954	0.0837043633125556	6.95	-0.021	2.09823	0	0.03829029385574354	0.9914688
P78334	hSaPS	train	0	hNoPS	GBRE	Homo sapiens	9606	506	0.485638999	0.195652173913043	0.0	0.156126482213438	0.19	-0.288	-0.259195	0	0.005928853754940711	
P78337	hSaPS	train	0	hNoPS	PITX1	Homo sapiens	9606	314	0.413658882	0.200636942675159	0.245222929936305	0.235668789808917	2.18	0.167	0.864113	0	0.03503184713375796	0.60921335
P78363	hSaPS	train	0	hNoPS	ABCA4	Homo sapiens	9606	2273	0.493938505	0.198416190057193	0.000439947206335239	0.0523537175538935	1.94	-0.087	0.791127	0	0.006599208095028597	
P78367	hSaPS	train	0	hNoPS	NKX32	Homo sapiens	9606	333	0.447914581	0.246246246246246	0.126126126126126	0.351351351351351	1.95	-0.35	0.734443	0	0.012012012012012012	0.47261244
P78380	hSaPS	train	0	hNoPS	OLR1	Homo sapiens	9606	273	0.455677656	0.212454212454212	0.0	0.12087912087912	0.17	-0.22	-0.351654	0	0.01098901098901099	0.61834425
P78381	hSaPS	train	0	hNoPS	S35A2	Homo sapiens	9606	396	0.567312009	0.101010101010101	0.0934343434343434	0.181818181818181	-0.24	-0.166	0.236096	0	0.005050505050505051	0.97754556
P78383	hSaPS	train	0	hNoPS	S35B1	Homo sapiens	9606	322	0.568115942	0.130434782608695	0.0	0.118012422360248	-1.1	-0.339	-0.288517	0	0.0	0.5196504
P78395	hSaPS	train	0	hNoPS	PRAME	Homo sapiens	9606	509	0.504278542	0.204322200392927	0.0	0.108055009823182	-0.42	-0.362	-0.772782	0	0.003929273084479371	
P78411	hSaPS	train	0	hNoPS	IRX5	Homo sapiens	9606	483	0.420013803	0.19047619047619	0.472049689440993	0.314699792960662	5.88	0.059	1.21719	0	0.031055900621118012	0.6270204
P78413	hSaPS	train	0	hNoPS	IRX4	Homo sapiens	9606	519	0.452943695	0.210019267822736	0.0	0.290944123314065	3.72	0.033	0.632983	0	0.009633911368015413	0.7431573
P78415	hSaPS	train	0	hNoPS	IRX3	Homo sapiens	9606	501	0.444954535	0.217564870259481	0.528942115768463	0.522954091816367	1.86	0.006	0.708796	0	0.013972055888223553	0.50916797
P78423	hSaPS	train	0	hNoPS	X3CL1	Homo sapiens	9606	397	0.460593339	0.173803526448362	0.0	0.105793450881612	1.83	-0.152	-0.0432726	0	0.007556675062972292	0.42684355
P78426	hSaPS	train	0	hNoPS	NKX61	Homo sapiens	9606	367	0.449500454	0.174386920980926	0.53133514986376	0.4141689373297	2.7	0.039	0.265909	0	0.01907356948228883	0.40865865
P78524	hSaPS	train	0	hNoPS	ST5	Homo sapiens	9606	1137	0.428623082	0.266490765171503	0.321899736147757	0.189973614775725	3.1	-0.158	0.822197	0	0.04661389621811785	0.78432167
P78536	hSaPS	train	0	hNoPS	ADA17	Homo sapiens	9606	824	0.436367314	0.271844660194174	0.0752427184466019	0.0315533980582524	0.87	-0.216	0.757655	0	0.023058252427184466	0.9999813
P78537	hSaPS	train	0	hNoPS	BL1S1	Homo sapiens	9606	153	0.42389252	0.261437908496732	0.379084967320261	0.248366013071895	0.2	-0.297	-0.269503	0	0.05228758169934641	
P78540	hSaPS	train	0	hNoPS	ARGI2	Homo sapiens	9606	354	0.486346516	0.206214689265536	0.0	0.0	0.32	-0.375	0.354071	0	0.014124293785310734	0.37773475
P78545	hSaPS	train	0	hNoPS	ELF3	Homo sapiens	9606	371	0.422521713	0.272237196765498	0.0	0.137466307277628	3.02	-0.051	0.923411	0	0.026954177897574125	0.39756143
P78549	hSaPS	train	0	hNoPS	NTH	Homo sapiens	9606	312	0.4497151	0.233974358974358	0.182692307692307	0.0833333333333333	-1.15	-0.281	0.00486797	0	0.04487179487179487	
P78552	hSaPS	train	0	hNoPS	I13R1	Homo sapiens	9606	427	0.45563362	0.224824355971896	0.0	0.114754098360655	1.15	-0.317	0.176831	0	0.01405152224824356	0.62225044
P78556	hSaPS	train	0	hNoPS	CCL20	Homo sapiens	9606	96	0.532638889	0.197916666666666	0.0	0.15625		-0.562	-1.50933	0	0.0	
P78560	hSaPS	train	0	hNoPS	CRADD	Homo sapiens	9606	199	0.460692351	0.241206030150753	0.0	0.0804020100502512	-1.24	-0.239	-0.398716	0	0.020100502512562814	0.5336789
P79522	hSaPS	train	0	hNoPS	PRR3	Homo sapiens	9606	188	0.369739953	0.239361702127659	0.984042553191489	0.425531914893617	4.47	-0.177	1.28217	0	0.031914893617021274	0.3588352
P80108	hSaPS	train	0	hNoPS	PHLD	Homo sapiens	9606	840	0.485502646	0.182142857142857	0.0	0.0321428571428571	1.38	-0.182	1.34073	0	0.007142857142857143	
P80188	hSaPS	train	0	hNoPS	NGAL	Homo sapiens	9606	198	0.470258137	0.207070707070707	0.0	0.0808080808080808	-0.92	-0.219	0.113646	0	0.025252525252525252	0.5160691
P80217	hSaPS	train	0	hNoPS	IN35	Homo sapiens	9606	286	0.48026418	0.227272727272727	0.0	0.0	-0.08	-0.273	0.133085	0	0.02097902097902098	0.38266775
P80365	hSaPS	train	0	hNoPS	DHI2	Homo sapiens	9606	405	0.513168724	0.177777777777777	0.0666666666666666	0.251851851851851	-0.15	-0.141	-0.277327	0	0.007407407407407408	0.6290964
P80511	hSaPS	train	0	hNoPS	S10AC	Homo sapiens	9606	92	0.455555556	0.282608695652173	0.380434782608695	0.0		-0.536	-0.414627	0	0.010869565217391304	
P81172	hSaPS	train	0	hNoPS	HEPC	Homo sapiens	9606	84	0.515079365	0.154761904761904	0.13095238095238	0.0833333333333333		-0.334	-2.38088	0	0.0	
P81408	hSaPS	train	0	hNoPS	F189B	Homo sapiens	9606	668	0.48757485	0.181137724550898	0.0134730538922155	0.239520958083832	2.36	-0.194	-0.0198149	0	0.019461077844311378	0.86685485
P81534	hSaPS	train	0	hNoPS	D103A	Homo sapiens	9606	67	0.500165837	0.238805970149253	0.507462686567164	0.149253731343283		-0.547	-0.696708	0	0.0	
P82650	hSaPS	train	0	hNoPS	RT22	Homo sapiens	9606	360	0.449660494	0.269444444444444	0.0	0.0444444444444444	1.5	-0.326	-0.0584646	0	0.016666666666666666	0.8364283
P82663	hSaPS	train	0	hNoPS	RT25	Homo sapiens	9606	173	0.434874759	0.283236994219653	0.0	0.0578034682080924	1.13	-0.202	0.0421455	0	0.011560693641618497	0.46943814
P82664	hSaPS	train	0	hNoPS	RT10	Homo sapiens	9606	201	0.459314538	0.263681592039801	0.044776119402985	0.044776119402985	0.03	-0.342	-0.285805	0	0.03980099502487562	0.37006953
P82912	hSaPS	train	0	hNoPS	RT11	Homo sapiens	9606	194	0.468957617	0.190721649484536	0.0	0.123711340206185	0.49	-0.234	0.372841	0	0.010309278350515464	0.57905596
P82921	hSaPS	train	0	hNoPS	RT21	Homo sapiens	9606	87	0.402043423	0.344827586206896	0.28735632183908	0.160919540229885		-0.539	-1.05035	0	0.022988505747126436	0.50157994
P82932	hSaPS	train	0	hNoPS	RT06	Homo sapiens	9606	125	0.459022222	0.288	0.0	0.0		-0.349	-0.859638	0	0.024	
P82970	hSaPS	train	0	hNoPS	HMGN5	Homo sapiens	9606	282	0.278881009	0.574468085106383	1.0	0.698581560283687	-0.32	-0.443	2.78748	0	0.024822695035460994	0.64341956
P82980	hSaPS	train	0	hNoPS	RET5	Homo sapiens	9606	135	0.447160494	0.281481481481481	0.0	0.0		-0.363	-0.587276	0	0.0	0.5581062
P83859	hSaPS	train	0	hNoPS	OX26	Homo sapiens	9606	136	0.45751634	0.227941176470588	0.286764705882352	0.088235294117647		-0.336	0.882017	0	0.0	
P83876	hSaPS	train	0	hNoPS	TXN4A	Homo sapiens	9606	142	0.463536776	0.267605633802816	0.0	0.0	-2.46	-0.448	-0.340284	0	0.04225352112676056	0.518531
P84157	hSaPS	train	0	hNoPS	MXRA7	Homo sapiens	9606	204	0.418627451	0.299019607843137	0.857843137254901	0.720588235294117	1.68	-0.335	0.210809	0	0.0392156862745098	0.51299053
P84550	hSaPS	train	0	hNoPS	SKOR1	Homo sapiens	9606	965	0.441922855	0.209326424870466	0.24041450777202	0.290155440414507	5.55	0.038	1.91435	0	0.008290155440414507	
P85037	hSaPS	train	0	hNoPS	FOXK1	Homo sapiens	9606	733	0.481097469	0.141882673942701	0.137789904502046	0.199181446111869	2.1	0.04	0.315144	0	0.0723055934515689	0.461832
P85298	hSaPS	train	0	hNoPS	RHG08	Homo sapiens	9606	464	0.460009579	0.21551724137931	0.00862068965517241	0.0344827586206896	0.02	-0.31	0.0821184	0	0.02586206896551724	0.2781528
P85299	hSaPS	train	0	hNoPS	PRR5	Homo sapiens	9606	388	0.456815578	0.221649484536082	0.154639175257731	0.0283505154639175	2.22	-0.111	0.523666	0	0.04381443298969072	
P86434	hSaPS	train	0	hNoPS	AAS1	Homo sapiens	9606	159	0.438085255	0.163522012578616	0.00628930817610062	0.0	1.36	-0.309	-0.248185	0	0.0	
P86478	hSaPS	train	0	hNoPS	PR20E	Homo sapiens	9606	221	0.417747612	0.212669683257918	0.416289592760181	0.262443438914027	2.07	-0.117	0.85178	0	0.004524886877828055	
P86790	hSaPS	train	0	hNoPS	CCZ1B	Homo sapiens	9606	482	0.462494237	0.25311203319502	0.0	0.0290456431535269	0.49	-0.354	0.284057	0	0.016597510373443983	0.66690314
P98066	hSaPS	train	0	hNoPS	TSG6	Homo sapiens	9606	277	0.465623746	0.227436823104693	0.0	0.0649819494584837	1.14	-0.252	1.07819	0	0.018050541516245487	
P98073	hSaPS	train	0	hNoPS	ENTK	Homo sapiens	9606	1019	0.476120379	0.18351324828263	0.0	0.0274779195289499	1.73	-0.226	0.987005	0	0.009813542688910697	
P98082	hSaPS	train	0	hNoPS	DAB2	Homo sapiens	9606	770	0.431457431	0.2	0.129870129870129	0.101298701298701	3.53	0.084	1.12118	0	0.05844155844155844	0.7549198
P98088	hSaPS	train	0	hNoPS	MUC5A	Homo sapiens	9606	5654	0.456233542	0.121506897771489	0.00619030774672798	0.418818535550053	3.92	-0.074	0.334518	0	0.004775380261761585	0.9444934
P98095	hSaPS	train	0	hNoPS	FBLN2	Homo sapiens	9606	1184	0.463560435	0.201013513513513	0.0	0.112331081081081	3.09	-0.108	0.609934	0	0.004222972972972973	0.5391141
P98160	hSaPS	train	0	hNoPS	PGBM	Homo sapiens	9606	4391	0.467294213	0.168298792985652	0.00273286267365064	0.0257344568435436	5.53	-0.086	1.49388	0	0.010703712138465042	0.4176343
P98164	hSaPS	train	0	hNoPS	LRP2	Homo sapiens	9606	4655	0.447690655	0.227926960257787	0.0118152524167561	0.0386680988184747	4.18	-0.031	1.44201	0	0.00966702470461869	0.92171675
P98172	hSaPS	train	0	hNoPS	EFNB1	Homo sapiens	9606	346	0.464547206	0.210982658959537	0.0	0.156069364161849	1.68	-0.244	0.573309	0	0.046242774566473986	0.5187618
P98173	hSaPS	train	0	hNoPS	FAM3A	Homo sapiens	9606	230	0.489516908	0.226086956521739	0.0	0.0608695652173913	-0.25	-0.357	0.376745	0	0.0	0.9503197
P98174	hSaPS	train	0	hNoPS	FGD1	Homo sapiens	9606	961	0.431252168	0.254942767950052	0.336108220603537	0.152965660770031	3.29	-0.142	0.57344	0	0.031217481789802288	0.9566631
P98177	hSaPS	train	0	hNoPS	FOXO4	Homo sapiens	9606	505	0.449944994	0.203960396039603	0.126732673267326	0.132673267326732	1.35	-0.248	0.399811	0	0.04356435643564356	0.99914694
P98182	hSaPS	train	0	hNoPS	ZN200	Homo sapiens	9606	395	0.396540084	0.296202531645569	0.0	0.060759493670886	0.38	-0.288	0.336053	0	0.03291139240506329	0.95754856
P98198	hSaPS	train	0	hNoPS	AT8B2	Homo sapiens	9606	1209	0.49364029	0.21091811414392	0.0504549214226633	0.0810587262200165	0.89	-0.184	0.531082	0	0.011579818031430935	
Q00056	hSaPS	train	0	hNoPS	HXA4	Homo sapiens	9606	320	0.413715278	0.16875	0.36875	0.4625	3.15	0.087	0.461461	0	0.01875	0.9994235
Q00536	hSaPS	train	0	hNoPS	CDK16	Homo sapiens	9606	496	0.448678315	0.278225806451612	0.125	0.0766129032258064	2.39	-0.29	0.732352	0	0.0625	0.39214012
Q00587	hSaPS	train	0	hNoPS	BORG5	Homo sapiens	9606	391	0.445012788	0.179028132992327	0.217391304347826	0.391304347826087	3.91	0.135	0.756789	0	0.09462915601023018	0.99886477
Q00597	hSaPS	train	0	hNoPS	FANCC	Homo sapiens	9606	558	0.502827559	0.200716845878136	0.0	0.043010752688172	-0.49	-0.146	-0.655836	0	0.0017921146953405018	0.28751656
Q00604	hSaPS	train	0	hNoPS	NDP	Homo sapiens	9606	133	0.474853801	0.218045112781954	0.0	0.0		-0.463	-1.72432	0	0.007518796992481203	0.36371425
Q00653	hSaPS	train	0	hNoPS	NFKB2	Homo sapiens	9606	900	0.454222222	0.222222222222222	0.0544444444444444	0.132222222222222	5.38	0.218	1.21988	0	0.04111111111111111	0.25358972
Q00688	hSaPS	train	0	hNoPS	FKBP3	Homo sapiens	9606	224	0.415575397	0.321428571428571	0.0	0.0	-0.26	-0.53	0.813996	0	0.05803571428571429	0.36792496
Q00872	hSaPS	train	0	hNoPS	MYPC1	Homo sapiens	9606	1141	0.444775538	0.290096406660823	0.0394390885188431	0.0709903593339176	1.27	-0.258	0.959872	0	0.021034180543382998	
Q008S8	hSaPS	train	0	hNoPS	ECT2L	Homo sapiens	9606	904	0.468756146	0.245575221238938	0.0	0.0	0.0	-0.326	0.171163	0	0.008849557522123894	
Q00975	hSaPS	train	0	hNoPS	CAC1B	Homo sapiens	9606	2339	0.472205596	0.226165027789653	0.0867892261650278	0.140658401026079	2.89	0.016	1.02116	0	0.010688328345446772	
Q00978	hSaPS	train	0	hNoPS	IRF9	Homo sapiens	9606	393	0.44195646	0.226463104325699	0.0	0.0178117048346055	1.76	-0.242	0.312889	0	0.007633587786259542	0.7522927
Q00LT1	hSaPS	train	0	hNoPS	PRCD	Homo sapiens	9606	54	0.439711934	0.277777777777777	1.0	0.0			-1.47808	0	0.05555555555555555	
Q01101	hSaPS	train	0	hNoPS	INSM1	Homo sapiens	9606	510	0.450021786	0.213725490196078	0.215686274509803	0.370588235294117	2.95	-0.103	0.768257	0	0.00980392156862745	
Q01113	hSaPS	train	0	hNoPS	IL9R	Homo sapiens	9606	521	0.481531243	0.157389635316698	0.0	0.0268714011516314	2.11	-0.067	-0.0381433	0	0.009596928982725527	
Q01118	hSaPS	train	0	hNoPS	SCN7A	Homo sapiens	9606	1682	0.52175981	0.203329369797859	0.00475624256837098	0.0529131985731272	1.31	-0.223	0.509307	0	0.01070154577883472	
Q01151	hSaPS	train	0	hNoPS	CD83	Homo sapiens	9606	205	0.468238482	0.219512195121951	0.0	0.0292682926829268	0.62	-0.149	-0.548692	0	0.024390243902439025	0.9863841
Q01201	hSaPS	train	0	hNoPS	RELB	Homo sapiens	9606	579	0.457954327	0.224525043177892	0.0708117443868739	0.1433506044905	2.19	-0.171	0.987936	0	0.02072538860103627	0.21766385
Q01344	hSaPS	train	0	hNoPS	IL5RA	Homo sapiens	9606	420	0.493994709	0.202380952380952	0.0	0.0738095238095238	0.07	-0.274	-0.506563	0	0.002380952380952381	
Q01362	hSaPS	train	0	hNoPS	FCERB	Homo sapiens	9606	244	0.533242259	0.172131147540983	0.0163934426229508	0.0655737704918032	-0.55	-0.322	-0.411817	0	0.004098360655737705	
Q01415	hSaPS	train	0	hNoPS	GALK2	Homo sapiens	9606	458	0.495536148	0.209606986899563	0.0	0.0589519650655021	1.69	-0.249	0.0859082	0	0.008733624454148471	0.51537704
Q01459	hSaPS	train	0	hNoPS	DIAC	Homo sapiens	9606	385	0.461818182	0.215584415584415	0.0	0.0415584415584415	0.48	-0.107	-0.0895674	0	0.007792207792207792	0.38764778
Q01524	hSaPS	train	0	hNoPS	DEF6	Homo sapiens	9606	100	0.481222222	0.21	0.73	0.13		-0.332	-1.74873	0	0.01	
Q01638	hSaPS	train	0	hNoPS	ILRL1	Homo sapiens	9606	556	0.47559952	0.212230215827338	0.0	0.0	0.19	-0.242	0.0723661	0	0.025179856115107913	0.842959
Q01664	hSaPS	train	0	hNoPS	TFAP4	Homo sapiens	9606	338	0.400328731	0.292899408284023	0.14792899408284	0.301775147928994	0.6	-0.116	-0.31253	1	0.029585798816568046	0.48395586
Q01831	hSaPS	train	0	hNoPS	XPC	Homo sapiens	9606	940	0.402931442	0.331914893617021	0.239361702127659	0.185106382978723	2.35	-0.269	1.22743	0	0.045744680851063826	0.90128756
Q01954	hSaPS	train	0	hNoPS	BNC1	Homo sapiens	9606	994	0.433165661	0.22635814889336	0.0160965794768611	0.0603621730382293	1.59	-0.095	0.55619	0	0.013078470824949699	0.41297802
Q01968	hSaPS	train	0	hNoPS	OCRL	Homo sapiens	9606	901	0.453841411	0.261931187569367	0.0	0.0	1.25	-0.231	0.429296	0	0.013318534961154272	0.50621027
Q01970	hSaPS	train	0	hNoPS	PLCB3	Homo sapiens	9606	1234	0.431118314	0.278768233387358	0.0299837925445705	0.0745542949756888	2.82	-0.039	0.878897	0	0.02106969205834684	0.47829902
Q02080	hSaPS	train	0	hNoPS	MEF2B	Homo sapiens	9606	365	0.436073059	0.2	0.465753424657534	0.315068493150684	3.8	-0.089	0.579746	0	0.0027397260273972603	
Q02083	hSaPS	train	0	hNoPS	NAAA	Homo sapiens	9606	359	0.492262457	0.206128133704735	0.0	0.0696378830083565	0.87	-0.26	0.0911519	0	0.0	
Q02127	hSaPS	train	0	hNoPS	PYRD	Homo sapiens	9606	395	0.477355837	0.243037974683544	0.0	0.0253164556962025	0.38	-0.274	1.20771	0	0.02531645569620253	0.5497428
Q02153	hSaPS	train	0	hNoPS	GCYB1	Homo sapiens	9606	619	0.469646383	0.25686591276252	0.0387722132471728	0.0129240710823909	0.38	-0.352	0.468403	0	0.004846526655896607	0.5052618
Q02223	hSaPS	train	0	hNoPS	TNR17	Homo sapiens	9606	184	0.499758454	0.206521739130434	0.0	0.0	0.86	-0.312	-1.07496	0	0.010869565217391304	
Q02224	hSaPS	train	0	hNoPS	CENPE	Homo sapiens	9606	2701	0.395886297	0.358756016290262	0.027027027027027	0.0503517215845982	1.6	-0.215	1.0555	0	0.019622362088115512	0.63851786
Q02318	hSaPS	train	0	hNoPS	CP27A	Homo sapiens	9606	531	0.479451768	0.209039548022598	0.0	0.126177024482109	0.01	-0.171	0.13663	0	0.005649717514124294	0.37170413
Q02325	hSaPS	train	0	hNoPS	PLGB	Homo sapiens	9606	96	0.455671296	0.302083333333333	0.895833333333333	0.197916666666666		-0.525	-0.819828	0	0.020833333333333332	0.39697275
Q02338	hSaPS	train	0	hNoPS	BDH	Homo sapiens	9606	343	0.483576288	0.230320699708454	0.0	0.0437317784256559	0.77	-0.373	0.125489	0	0.026239067055393587	0.565813
Q02363	hSaPS	train	0	hNoPS	ID2	Homo sapiens	9606	134	0.463349917	0.201492537313432	0.0	0.0		-0.314	-1.03315	0	0.04477611940298507	0.9611803
Q02388	hSaPS	train	0	hNoPS	CO7A1	Homo sapiens	9606	2944	0.430585749	0.218070652173913	0.00237771739130434	0.269701086956521	6.62	0.031	3.93889	0	0.006114130434782609	
